date,day_mean_excess,n,cum_excess
2026-01-14,0.05781102839752256,10,1.0914494894100064
2026-01-15,0.023955873037036564,7,1.115405362447043
2026-01-16,0.028524553847265117,6,1.1439299162943082
2026-01-19,0.045905384231801696,8,1.18983530052611
2026-01-20,-0.016097155839743044,7,1.1737381446863668
2026-01-21,0.026185147581508472,4,1.1999232922678753
2026-01-22,-0.011665972820415548,10,1.1882573194474597
2026-01-23,-0.01857811361381796,10,1.1696792058336418
2026-01-26,-0.05807302524068474,9,1.1116061805929571
2026-01-27,0.015941392705799834,4,1.127547573298757
2026-01-28,-0.03869459815473684,6,1.0888529751440201
2026-01-29,-0.07823756970366497,2,1.010615405440355
2026-01-30,-0.0538369308995289,1,0.9567784745408262
2026-02-02,0.039614355502314735,1,0.9963928300431409
2026-02-03,-0.03799715196777376,1,0.9583956780753672
2026-02-04,0.002615760418818206,3,0.9610114384941854
2026-02-05,-0.11936909501873116,1,0.8416423434754542
2026-02-09,0.006050371801084808,2,0.847692715276539
2026-02-10,-0.05196853206389568,2,0.7957241832126434
2026-02-11,0.013907134916476771,2,0.8096313181291201
2026-02-23,0.015663020995837374,10,0.8252943391249575
2026-02-24,0.019366485285283674,8,0.8446608244102412
2026-02-25,0.040574472891851246,7,0.8852352973020924
2026-02-26,0.02394583921725916,10,0.9091811365193515
2026-03-02,-0.04718092726978442,5,0.8620002092495671
2026-03-05,0.03229299151228473,6,0.8942932007618518
2026-03-06,0.05297629488794009,1,0.9472694956497919
2026-03-10,0.004923324723119349,4,0.9521928203729113
2026-03-11,0.0212737741299627,9,0.973466594502874
2026-03-12,0.05375136336979747,1,1.0272179578726714
2026-03-13,-0.013834457648269738,3,1.0133835002244016
2026-03-16,-0.004707272648889482,10,1.0086762275755121
2026-03-17,0.026576893386794895,9,1.035253120962307
2026-03-18,-0.0038784551592024596,4,1.0313746658031047
2026-03-25,0.03194183938951793,5,1.0633165051926226
2026-03-26,0.00599960032230995,3,1.0693161055149325
2026-04-01,-0.04736198276164724,8,1.0219541227532853
2026-04-07,-0.019344151107226593,4,1.0026099716460588
2026-04-08,-0.0224693065535466,10,0.9801406650925122
2026-04-09,-0.062307254629637265,1,0.9178334104628749
2026-04-10,-0.004800155630641356,5,0.9130332548322335
2026-04-13,0.008264932184395812,10,0.9212981870166294
2026-04-14,0.014219982315193835,10,0.9355181693318232
2026-04-15,0.10204330847019537,9,1.0375614778020186
2026-04-16,-0.05449915863820872,10,0.9830623191638098
2026-04-17,-0.054115230730119215,5,0.9289470884336906
2026-04-20,-0.07133296762903436,8,0.8576141208046562
2026-04-21,-0.042080852072748726,8,0.8155332687319075
2026-04-22,-0.08939875245384575,7,0.7261345162780617
2026-04-23,-0.10982633990430073,3,0.616308176373761
2026-04-28,0.04253009524574147,1,0.6588382716195025
2026-04-29,0.3469238695712167,2,1.0057621411907192
2026-05-04,0.014049441016353914,4,1.019811582207073
2026-05-05,-0.03950652710907484,6,0.9803050550979981
2026-05-06,-0.02429821906419255,2,0.9560068360338057
2026-05-07,0.003006676442680767,6,0.9590135124764865
2026-05-08,-0.037594621437110155,6,0.9214188910393764
2026-05-11,0.04137083147123185,10,0.9627897225106082
2026-05-14,0.10203173761735132,10,1.0648214601279595
2026-05-15,0.00034118125554752354,4,1.0651626413835071
2026-05-21,-0.015240600957581984,10,1.049922040425925
2026-05-22,-0.06139888865840284,5,0.9885231517675223
2026-05-25,-0.0191562713321475,5,0.9693668804353748
2026-05-26,-0.03450374782178943,7,0.9348631326135853
2026-05-27,-0.06662067662529779,6,0.8682424559882875
2026-05-29,-0.0017439748947809086,10,0.8664984810935066
2026-06-01,-0.009401062415860103,9,0.8570974186776464
2026-06-02,-0.091503448045412,3,0.7655939706322344
2026-06-03,-0.024588865282054995,10,0.7410051053501795
2026-06-09,-0.027335030695488906,5,0.7136700746546906
2026-06-11,-0.08143029606285423,1,0.6322397785918363
2026-06-12,-0.03885884347502842,10,0.5933809351168079
2026-06-15,0.007609736494619157,3,0.600990671611427
2026-06-16,0.0017217211617074717,3,0.6027123927731345
2026-06-17,0.035748377429002796,7,0.6384607702021373
2026-06-18,-0.04373537048704201,5,0.5947253997150953
2026-06-22,-0.0037693684387957913,6,0.5909560312762995
2026-06-29,0.03442957749762399,2,0.6253856087739235
2026-06-30,0.041328525771105205,9,0.6667141345450287
2026-07-02,0.03306706417324566,7,0.6997811987182744
2026-07-03,0.04184607845424247,8,0.7416272771725169
2026-07-06,-0.05277129812001539,6,0.6888559790525015
2026-07-13,0.011552914614624765,2,0.7004088936671262
2026-07-15,0.030092795687847017,5,0.7305016893549733
2026-07-20,-0.031987435212333534,5,0.6985142541426398
2026-07-21,0.02179343393907358,5,0.7203076880817134
2026-07-22,0.04954324526633136,1,0.7698509333480448
2026-07-31,-0.04122582439828998,2,0.7286251089497549
2026-08-03,0.06423393019234469,1,0.7928590391420995
2026-08-04,-0.04461336403132573,3,0.7482456751107738
2026-08-05,0.006170104132138943,10,0.7544157792429127
2026-08-06,-0.04026219916780064,3,0.7141535800751121
2026-08-10,-0.014288964398177973,10,0.6998646156769341
2026-08-11,-0.023586071289846827,4,0.6762785443870873
2026-08-12,-0.037885176686526356,10,0.638393367700561
2026-08-13,-0.006419253482861029,8,0.6319741142177
2026-08-14,0.04600526938180559,10,0.6779793835995056
2026-08-17,0.0715769426998841,5,0.7495563262993897
2026-08-20,0.015097061077753705,10,0.7646533873771434
2026-08-21,-0.00010012774936149096,7,0.7645532596277819
2026-08-25,0.026490938484986848,2,0.7910441981127687
2026-08-26,0.004493805905683479,10,0.7955380040184522
2026-08-27,-0.02753332661389929,4,0.7680046774045529
2026-08-28,0.037465307580449136,2,0.805469984985002
